degree_ratio,degree_centrality,eigenvector_centrality,harmonic_centrality,closeness_centrality,betweenness_centrality,clustering_coefficients,PrestigeRank
3.333333432674407959e-01,9.677419066429138184e-02,6.029086560010910034e-02,4.145161211490631104e-01,3.662948310375213623e-01,2.242382615804672241e-02,3.095238208770751953e-01,3.266139328479766846e-01
1.428571492433547974e-01,1.612903177738189697e-01,9.906633198261260986e-02,4.488325715065002441e-01,3.792923986911773682e-01,1.095429412089288235e-03,3.359683752059936523e-01,3.525353670120239258e-01
2.727272808551788330e-01,1.483870893716812134e-01,9.253104776144027710e-02,4.520583748817443848e-01,3.827554881572723389e-01,1.279743970371782780e-03,3.523809611797332764e-01,2.891965508460998535e-01
2.000000029802322388e-01,5.161290243268013000e-02,2.176905050873756409e-02,3.452688157558441162e-01,3.078027367591857910e-01,1.843827922130003572e-04,2.500000000000000000e-01,4.410943686962127686e-01
3.333333432674407959e-01,1.290322542190551758e-01,9.025751799345016479e-02,4.510752558708190918e-01,3.990937471389770508e-01,0.000000000000000000e+00,3.300653696060180664e-01,2.505280673503875732e-01
5.000000000000000000e-01,9.677419066429138184e-02,5.156600475311279297e-02,3.939785063266754150e-01,3.388491272926330566e-01,2.371593582211062312e-04,4.519230723381042480e-01,4.186418950557708740e-01
5.000000000000000000e-01,1.096774190664291382e-01,6.975395232439041138e-02,4.310752749443054199e-01,3.795934915542602539e-01,0.000000000000000000e+00,3.000000119209289551e-01,2.298167943954467773e-01
3.333333432674407959e-01,4.516129195690155029e-02,2.455356530845165253e-02,3.623809516429901123e-01,3.173644542694091797e-01,2.212253166362643242e-04,1.666666716337203979e-01,2.510495483875274658e-01
5.000000000000000000e-01,9.032258391380310059e-02,4.675823077559471130e-02,4.029032289981842041e-01,3.520030379295349121e-01,0.000000000000000000e+00,2.727272808551788330e-01,2.354553937911987305e-01
2.500000000000000000e-01,1.161290332674980164e-01,6.229964643716812134e-02,4.106605350971221924e-01,3.530950248241424561e-01,9.580607293173670769e-04,2.624999880790710449e-01,3.952661454677581787e-01
3.333333432674407959e-01,1.096774190664291382e-01,6.655314564704895020e-02,4.188786447048187256e-01,3.640267550945281982e-01,3.319334064144641161e-04,2.523809671401977539e-01,2.661545574665069580e-01
3.333333432674407959e-01,5.806451663374900818e-02,2.580030076205730438e-02,3.480184376239776611e-01,3.061996102333068848e-01,1.275283466384280473e-05,3.571428656578063965e-01,3.706229329109191895e-01
1.666666716337203979e-01,7.741935551166534424e-02,3.687705099582672119e-02,3.762519061565399170e-01,3.284375667572021484e-01,1.831262052292004228e-04,3.333333432674407959e-01,3.836615383625030518e-01
2.500000000000000000e-01,8.387096971273422241e-02,3.968720510601997375e-02,3.867741823196411133e-01,3.408134579658508301e-01,5.011564353480935097e-04,2.435897439718246460e-01,4.304061830043792725e-01
2.500000000000000000e-01,1.161290332674980164e-01,6.707531958818435669e-02,4.213978350162506104e-01,3.647298812866210938e-01,0.000000000000000000e+00,2.750000059604644775e-01,2.600473165512084961e-01
1.666666716337203979e-01,1.096774190664291382e-01,6.145387142896652222e-02,4.138709604740142822e-01,3.627022206783294678e-01,4.005687369499355555e-04,3.380952477455139160e-01,2.964501082897186279e-01
5.000000000000000000e-01,4.516129195690155029e-02,2.080181986093521118e-02,3.423655927181243896e-01,3.051893413066864014e-01,0.000000000000000000e+00,5.500000119209289551e-01,3.748207986354827881e-01
5.000000000000000000e-01,7.096774131059646606e-02,4.573268070816993713e-02,3.966820240020751953e-01,3.489153087139129639e-01,0.000000000000000000e+00,1.805555522441864014e-01,1.205537095665931702e-01
5.000000000000000000e-01,1.419354826211929321e-01,8.580640703439712524e-02,4.429185986518859863e-01,3.737355768680572510e-01,0.000000000000000000e+00,3.315789401531219482e-01,2.980594336986541748e-01
3.333333432674407959e-01,7.741935551166534424e-02,4.147168248891830444e-02,3.761443793773651123e-01,3.233849108219146729e-01,0.000000000000000000e+00,3.222222328186035156e-01,2.485533207654953003e-01
2.222222238779067993e-01,5.161290243268013000e-02,1.803725399076938629e-02,3.526881635189056396e-01,3.203832209110260010e-01,1.027336576953530312e-03,1.000000014901161194e-01,4.115596115589141846e-01
2.857142984867095947e-01,6.451612710952758789e-02,3.376787900924682617e-02,3.810752630233764648e-01,3.399687409400939941e-01,0.000000000000000000e+00,2.321428507566452026e-01,1.940650939941406250e-01
2.727272808551788330e-01,5.161290243268013000e-02,2.033670060336589813e-02,3.619354963302612305e-01,3.217598199844360352e-01,0.000000000000000000e+00,2.666666805744171143e-01,1.819570660591125488e-01
