degree_ratio,degree_centrality,eigenvector_centrality,harmonic_centrality,closeness_centrality,betweenness_centrality,clustering_coefficients,PrestigeRank
1.830985844135284424e-01,3.878787755966186523e-01,7.829421013593673706e-02,4.623809456825256348e-01,3.849913477897644043e-01,6.888107862323522568e-03,2.936803102493286133e-01,6.501396298408508301e-01
2.258064448833465576e-01,3.272727131843566895e-01,1.157484278082847595e-01,5.273304581642150879e-01,4.358188509941101074e-01,2.587337233126163483e-02,2.521037757396697998e-01,4.189281165599822998e-01
3.750000000000000000e-01,1.454545408487319946e-01,8.106680959463119507e-02,4.859163165092468262e-01,4.216073751449584961e-01,5.085569806396961212e-03,2.217391282320022583e-01,2.225838154554367065e-01
1.000000014901161194e-01,2.969697117805480957e-01,1.182796657085418701e-01,5.250577330589294434e-01,4.227561652660369873e-01,1.725366339087486267e-02,2.743280827999114990e-01,4.330970048904418945e-01
1.975308656692504883e-01,4.121212065219879150e-01,1.009933650493621826e-01,4.889466166496276855e-01,4.050953388214111328e-01,1.055428851395845413e-02,1.813186854124069214e-01,5.286902189254760742e-01
1.692307740449905396e-01,4.242424368858337402e-01,1.205034703016281128e-01,5.234343409538269043e-01,4.345980882644653320e-01,3.801318258047103882e-02,2.515432238578796387e-01,5.661684274673461914e-01
1.639344245195388794e-01,3.212121129035949707e-01,3.928437083959579468e-02,4.047546982765197754e-01,3.417434394359588623e-01,3.119649132713675499e-03,2.915681600570678711e-01,7.453168034553527832e-01
2.926829159259796143e-01,2.484848499298095703e-01,8.071340620517730713e-02,4.664718508720397949e-01,3.869115114212036133e-01,3.116286825388669968e-03,2.614865005016326904e-01,4.641728103160858154e-01
1.818181872367858887e-01,1.393939405679702759e-01,5.448012053966522217e-02,4.352597296237945557e-01,3.659233748912811279e-01,1.241866615600883961e-03,3.557312190532684326e-01,4.509442746639251709e-01
1.800000071525573730e-01,2.727272808551788330e-01,1.124496459960937500e-01,5.111688375473022461e-01,4.250726401805877686e-01,1.193744037300348282e-02,2.194444388151168823e-01,4.101715683937072754e-01
1.666666716337203979e-01,1.818181872367858887e-01,9.713011980056762695e-02,4.929870069026947021e-01,4.250726401805877686e-01,2.518336521461606026e-03,2.333333343267440796e-01,3.162066340446472168e-01
1.538461595773696899e-01,2.242424190044403076e-01,4.699036851525306702e-02,4.117243885993957520e-01,3.409923315048217773e-01,1.578275230713188648e-03,2.338345795869827271e-01,5.843304395675659180e-01
2.452830225229263306e-01,3.272727131843566895e-01,1.052325293421745300e-01,4.999566972255706787e-01,4.159558117389678955e-01,2.222540974617004395e-02,2.212556749582290649e-01,5.055994391441345215e-01
2.173912972211837769e-01,1.636363565921783447e-01,4.559832438826560974e-02,4.341991245746612549e-01,3.729603588581085205e-01,1.195915881544351578e-02,1.666666716337203979e-01,4.815843105316162109e-01
1.764705926179885864e-01,1.757575720548629761e-01,7.462956756353378296e-02,4.740476310253143311e-01,4.040403962135314941e-01,1.381133310496807098e-02,2.435897439718246460e-01,4.213497340679168701e-01
1.000000014901161194e-01,2.787878811359405518e-01,9.574243426322937012e-02,4.972294270992279053e-01,4.115424752235412598e-01,1.067255064845085144e-02,2.224371433258056641e-01,4.270332753658294678e-01
2.000000029802322388e-01,3.818181753158569336e-01,1.396745890378952026e-01,5.328860282897949219e-01,4.370465278625488281e-01,2.748770080506801605e-02,2.590460479259490967e-01,4.674324989318847656e-01
5.000000000000000000e-01,4.848484694957733154e-02,2.353771030902862549e-02,3.961183130741119385e-01,3.494403362274169922e-01,7.441882975399494171e-03,2.142857164144515991e-01,2.237914204597473145e-01
1.428571492433547974e-01,1.878787875175476074e-01,8.476263284683227539e-02,5.009667873382568359e-01,4.250726401805877686e-01,1.100897975265979767e-02,1.995073854923248291e-01,2.314497232437133789e-01
1.935483813285827637e-01,2.606060504913330078e-01,1.065232157707214355e-01,5.096536874771118164e-01,4.297825992107391357e-01,1.749366521835327148e-02,2.264381945133209229e-01,3.545704782009124756e-01
1.176470592617988586e-01,2.060606032609939575e-01,7.619868218898773193e-02,4.692496359348297119e-01,4.019469320774078369e-01,6.080552469938993454e-03,1.666666716337203979e-01,3.604247868061065674e-01
2.500000000000000000e-01,1.696969717741012573e-01,6.916218250989913940e-02,4.652092456817626953e-01,4.050953388214111328e-01,2.087361365556716919e-02,1.671826690435409546e-01,3.559234142303466797e-01
3.157894611358642578e-01,2.363636344671249390e-01,6.868650019168853760e-02,4.608153104782104492e-01,3.821465969085693359e-01,1.355995051562786102e-02,2.123473584651947021e-01,4.915324747562408447e-01
1.764705926179885864e-01,1.454545408487319946e-01,3.738291934132575989e-02,3.962698280811309814e-01,3.343782722949981689e-01,3.851405635941773653e-04,3.568840622901916504e-01,5.805729031562805176e-01
2.037037014961242676e-01,3.030303120613098145e-01,8.679954707622528076e-02,4.904617667198181152e-01,4.193284213542938232e-01,1.153081469237804413e-02,2.309058606624603271e-01,5.168698430061340332e-01
1.515151560306549072e-01,4.000000059604644775e-01,1.482668071985244751e-01,5.569697022438049316e-01,4.510218501091003418e-01,3.028771094977855682e-02,2.390764653682708740e-01,4.043734967708587646e-01
1.730769276618957520e-01,3.151515126228332520e-01,8.808022737503051758e-02,4.874314665794372559e-01,4.170739650726318359e-01,1.760705560445785522e-02,1.622950881719589233e-01,5.341364741325378418e-01
4.000000059604644775e-01,9.090909361839294434e-02,3.785612434148788452e-02,4.025324583053588867e-01,3.440166711807250977e-01,4.310815129429101944e-04,3.125000000000000000e-01,4.660316109657287598e-01
1.639344245195388794e-01,3.757575750350952148e-01,9.860912710428237915e-02,4.929365217685699463e-01,4.019469320774078369e-01,1.805310323834419250e-02,2.171201854944229126e-01,5.063923001289367676e-01
1.176470592617988586e-01,1.939393877983093262e-01,8.173630386590957642e-02,4.789898991584777832e-01,4.115424752235412598e-01,7.085265126079320908e-03,2.202020138502120972e-01,4.031355977058410645e-01
2.173912972211837769e-01,9.090909361839294434e-02,4.054041113704442978e-03,3.057647943496704102e-01,2.775519192218780518e-01,6.506808858830481768e-05,1.666666716337203979e-01,6.901260018348693848e-01
1.111111119389533997e-01,3.090909123420715332e-01,6.144512444734573364e-02,4.350072145462036133e-01,3.599803149700164795e-01,4.570723976939916611e-03,3.001708090305328369e-01,6.407934427261352539e-01
1.290322542190551758e-01,2.181818187236785889e-01,5.069006234407424927e-02,4.108152985572814941e-01,3.409923315048217773e-01,1.811010413803160191e-03,2.325581461191177368e-01,5.730087161064147949e-01
4.444444477558135986e-01,7.878787815570831299e-02,3.767960891127586365e-02,4.206637740135192871e-01,3.720659911632537842e-01,7.566537708044052124e-03,3.000000119209289551e-01,3.040502071380615234e-01
2.340425550937652588e-01,2.484848499298095703e-01,3.788904473185539246e-02,3.862698376178741455e-01,3.239071369171142578e-01,9.288651635870337486e-04,3.222523629665374756e-01,7.526573538780212402e-01
2.222222238779067993e-01,1.454545408487319946e-01,5.390021204948425293e-02,4.259163141250610352e-01,3.650623857975006104e-01,3.640169044956564903e-03,2.402597367763519287e-01,4.675523936748504639e-01
2.608695626258850098e-01,1.696969717741012573e-01,6.435661762952804565e-02,4.496536850929260254e-01,3.793435692787170410e-01,1.045273989439010620e-02,2.870370447635650635e-01,4.494825899600982666e-01
2.857142984867095947e-01,1.515151560306549072e-01,5.819030478596687317e-02,4.390981197357177734e-01,3.694083690643310547e-01,5.043005570769309998e-03,3.120805323123931885e-01,4.560833275318145752e-01
2.500000000000000000e-01,1.696969717741012573e-01,9.330908209085464478e-02,5.148484706878662109e-01,4.471225142478942871e-01,8.412180468440055847e-03,1.746031790971755981e-01,2.187495678663253784e-01
1.052631586790084839e-01,2.727272808551788330e-01,9.592803567647933960e-02,4.837373793125152588e-01,3.978244066238403320e-01,9.001379832625389099e-03,3.411111235618591309e-01,4.775552153587341309e-01
1.875000000000000000e-01,1.696969717741012573e-01,6.597894430160522461e-02,4.604112505912780762e-01,3.898279368877410889e-01,2.681282348930835724e-03,3.302469253540039062e-01,4.728018343448638916e-01
2.758620679378509521e-01,1.818181872367858887e-01,5.766992643475532532e-02,4.353607594966888428e-01,3.694083690643310547e-01,1.150086242705583572e-02,2.169312238693237305e-01,4.821586012840270996e-01
3.076923191547393799e-01,9.090909361839294434e-02,5.325962230563163757e-02,4.566233754158020020e-01,4.040403962135314941e-01,1.069370191544294357e-02,1.730769276618957520e-01,3.305957615375518799e-01
3.076923191547393799e-01,1.515151560306549072e-01,6.233617663383483887e-02,4.749567210674285889e-01,4.040403962135314941e-01,1.965208677574992180e-03,1.166007891297340393e-01,2.450461536645889282e-01
1.136363670229911804e-01,3.878787755966186523e-01,1.622340530157089233e-01,5.709090828895568848e-01,4.773892760276794434e-01,2.181925065815448761e-02,2.191308885812759399e-01,3.866458237171173096e-01
1.250000000000000000e-01,1.696969717741012573e-01,8.947353810071945190e-02,4.727849960327148438e-01,3.988470733165740967e-01,3.217383986338973045e-03,2.461300343275070190e-01,3.214120566844940186e-01
2.127659618854522705e-01,3.393939435482025146e-01,1.129838749766349792e-01,4.972799420356750488e-01,4.093707501888275146e-01,1.625479944050312042e-02,1.880252063274383545e-01,4.540526568889617920e-01
1.111111119389533997e-01,7.878787815570831299e-02,3.272263705730438232e-02,4.057647883892059326e-01,3.542272150516510010e-01,1.738311839289963245e-03,1.730769276618957520e-01,3.871481716632843018e-01
2.222222238779067993e-01,8.484848588705062866e-02,3.178845718502998352e-02,4.103102385997772217e-01,3.550377786159515381e-01,4.814942367374897003e-04,1.818181872367858887e-01,3.396629393100738525e-01
5.000000000000000000e-01,9.090909361839294434e-02,4.878424853086471558e-02,4.315728843212127686e-01,3.711758852005004883e-01,1.675857783993706107e-04,4.380952417850494385e-01,3.436643481254577637e-01
2.500000000000000000e-01,7.878787815570831299e-02,4.611893743276596069e-02,4.353102445602416992e-01,3.812076449394226074e-01,1.480232342146337032e-03,2.467532455921173096e-01,2.474833875894546509e-01
3.684210479259490967e-01,2.666666805744171143e-01,1.210197582840919495e-01,5.189465880393981934e-01,4.250726401805877686e-01,1.116061490029096603e-02,2.581585049629211426e-01,3.283462226390838623e-01
3.000000119209289551e-01,1.515151560306549072e-01,5.947312340140342712e-02,4.611688256263732910e-01,4.050953388214111328e-01,1.231408305466175079e-02,1.726190447807312012e-01,3.837348520755767822e-01
8.695652335882186890e-02,2.000000029802322388e-01,6.419928371906280518e-02,4.577777683734893799e-01,3.968069553375244141e-01,8.830155245959758759e-03,1.663066893815994263e-01,4.907905161380767822e-01
1.666666716337203979e-01,1.090909093618392944e-01,4.107929766178131104e-02,4.164718687534332275e-01,3.510215282440185547e-01,3.303727717138826847e-04,2.352941185235977173e-01,3.955863714218139648e-01
2.857142984867095947e-01,1.515151560306549072e-01,5.071104690432548523e-02,4.373304545879364014e-01,3.784183263778686523e-01,6.893283221870660782e-03,2.490118592977523804e-01,4.068781733512878418e-01
3.076923191547393799e-01,1.212121248245239258e-01,5.507498234510421753e-02,4.411688446998596191e-01,3.821465969085693359e-01,2.713839057832956314e-03,2.195767164230346680e-01,3.793236911296844482e-01
2.500000000000000000e-01,1.515151560306549072e-01,7.626285403966903687e-02,4.753102362155914307e-01,3.978244066238403320e-01,5.474077188409864902e-04,3.600000143051147461e-01,3.273189365863800049e-01
2.307692319154739380e-01,1.515151560306549072e-01,5.716340616345405579e-02,4.412193298339843750e-01,3.765813410282135010e-01,3.359560156241059303e-03,2.015810310840606689e-01,3.774149417877197266e-01
4.545454680919647217e-01,9.696969389915466309e-02,4.592644423246383667e-02,4.360606074333190918e-01,3.869115114212036133e-01,1.739758416078984737e-03,2.087912112474441528e-01,2.998609542846679688e-01
2.162162214517593384e-01,2.969697117805480957e-01,1.513448506593704224e-01,5.480375289916992188e-01,4.523367881774902344e-01,1.436840556561946869e-02,2.791666686534881592e-01,3.401359021663665771e-01
4.117647111415863037e-01,1.939393877983093262e-01,1.027925238013267517e-01,4.904617667198181152e-01,4.115424752235412598e-01,1.033553737215697765e-03,3.214285671710968018e-01,3.422189354896545410e-01
2.000000029802322388e-01,1.151515170931816101e-01,6.410264968872070312e-02,4.645454585552215576e-01,4.061557948589324951e-01,3.787719178944826126e-03,2.132352888584136963e-01,1.795246303081512451e-01
1.428571492433547974e-01,1.151515170931816101e-01,6.857109069824218750e-02,4.678787887096405029e-01,4.148436188697814941e-01,1.970732118934392929e-03,1.654411703348159790e-01,1.847262531518936157e-01
3.000000119209289551e-01,1.454545408487319946e-01,5.836695060133934021e-02,4.679797887802124023e-01,4.050953388214111328e-01,7.693934254348278046e-03,2.077922075986862183e-01,3.189476728439331055e-01
2.222222238779067993e-01,2.000000029802322388e-01,8.401822298765182495e-02,4.840476214885711670e-01,4.072218239307403564e-01,4.138603806495666504e-03,2.241379320621490479e-01,3.691297471523284912e-01
1.379310339689254761e-01,2.303030341863632202e-01,9.682425111532211304e-02,4.981818199157714844e-01,4.262404143810272217e-01,5.408995784819126129e-03,2.428571432828903198e-01,3.872172832489013672e-01
1.764705926179885864e-01,2.424242496490478516e-01,1.299219429492950439e-01,5.288456082344055176e-01,4.510218501091003418e-01,3.459396585822105408e-02,2.217453569173812866e-01,2.855520546436309814e-01
2.500000000000000000e-01,1.030303016304969788e-01,3.486361727118492126e-02,3.939971029758453369e-01,3.372859060764312744e-01,3.041852032765746117e-04,2.857142984867095947e-01,3.859983980655670166e-01
2.000000029802322388e-01,2.181818187236785889e-01,1.106192767620086670e-01,5.167244076728820801e-01,4.274146556854248047e-01,7.975907996296882629e-03,2.673796713352203369e-01,2.714652419090270996e-01
2.058823555707931519e-01,2.303030341863632202e-01,7.864388823509216309e-02,4.734920561313629150e-01,3.988470733165740967e-01,4.855327773839235306e-03,2.158730179071426392e-01,4.392692148685455322e-01
2.592592537403106689e-01,1.636363565921783447e-01,6.790189445018768311e-02,4.651082158088684082e-01,4.009083211421966553e-01,4.922701511532068253e-03,1.772575229406356812e-01,3.681129813194274902e-01
3.333333432674407959e-01,1.757575720548629761e-01,7.602644711732864380e-02,4.684415459632873535e-01,3.998750448226928711e-01,5.122094880789518356e-03,2.236467301845550537e-01,3.627764582633972168e-01
2.619047760963439941e-01,1.878787875175476074e-01,6.948105990886688232e-02,4.643506407737731934e-01,3.978244066238403320e-01,1.493360754102468491e-02,1.444444507360458374e-01,4.091789424419403076e-01
1.666666716337203979e-01,1.030303016304969788e-01,4.370768368244171143e-02,4.416738748550415039e-01,3.859490454196929932e-01,4.168647807091474533e-03,1.875000000000000000e-01,2.809588015079498291e-01
1.250000000000000000e-01,1.636363565921783447e-01,7.416547089815139771e-02,4.596031606197357178e-01,3.812076449394226074e-01,8.826550911180675030e-04,3.199999928474426270e-01,3.342655003070831299e-01
1.666666716337203979e-01,1.090909093618392944e-01,4.465978965163230896e-02,4.452092349529266357e-01,3.927886486053466797e-01,3.211199771612882614e-03,1.176470592617988586e-01,2.888761460781097412e-01
2.857142984867095947e-01,1.696969717741012573e-01,8.408831059932708740e-02,4.815151393413543701e-01,4.126369953155517578e-01,2.107721287757158279e-03,2.661538422107696533e-01,3.514334261417388916e-01
2.222222238779067993e-01,1.272727251052856445e-01,5.972852930426597595e-02,4.449062049388885498e-01,3.812076449394226074e-01,1.182808540761470795e-03,1.929824501276016235e-01,3.046864569187164307e-01
3.333333432674407959e-01,1.212121248245239258e-01,5.611402913928031921e-02,4.278860092163085938e-01,3.542272150516510010e-01,2.772532461676746607e-04,4.509803950786590576e-01,3.868226706981658936e-01
2.307692319154739380e-01,1.272727251052856445e-01,5.444863438606262207e-02,4.350577294826507568e-01,3.720659911632537842e-01,3.766875946894288063e-03,2.088235318660736084e-01,3.393501937389373779e-01
3.333333432674407959e-01,1.090909093618392944e-01,4.213116317987442017e-02,4.244516491889953613e-01,3.583175837993621826e-01,1.209463342092931271e-03,3.398692905902862549e-01,3.899718523025512695e-01
3.333333432674407959e-01,6.060606241226196289e-02,2.798736654222011566e-02,3.902092278003692627e-01,3.365542590618133545e-01,3.822566650342196226e-04,2.777777910232543945e-01,3.157669007778167725e-01
2.666666805744171143e-01,1.454545408487319946e-01,6.598398089408874512e-02,4.868686795234680176e-01,4.274146556854248047e-01,1.389095326885581017e-03,1.500000059604644775e-01,1.479595005512237549e-01
2.857142984867095947e-01,1.393939405679702759e-01,7.884466648101806641e-02,4.951515197753906250e-01,4.382811188697814941e-01,1.268690731376409531e-02,1.714285761117935181e-01,1.342510879039764404e-01
4.000000059604644775e-01,1.878787875175476074e-01,1.066406145691871643e-01,5.065223574638366699e-01,4.204648137092590332e-01,2.012314973399043083e-03,3.448275923728942871e-01,2.920352816581726074e-01
1.250000000000000000e-01,1.090909093618392944e-01,4.503654688596725464e-02,4.386435747146606445e-01,3.849913477897644043e-01,5.840430501848459244e-03,1.375000029802322388e-01,2.423174530267715454e-01
2.142857164144515991e-01,1.454545408487319946e-01,6.909903138875961304e-02,4.689466059207916260e-01,4.050953388214111328e-01,2.803245093673467636e-03,3.376623392105102539e-01,3.396373093128204346e-01
3.333333432674407959e-01,7.272727042436599731e-02,2.605857700109481812e-02,3.751587271690368652e-01,3.192417919635772705e-01,4.862935747951269150e-05,4.000000059604644775e-01,3.815841376781463623e-01
1.290322542190551758e-01,2.242424190044403076e-01,6.100612506270408630e-02,4.557575881481170654e-01,3.957946896553039551e-01,3.475695475935935974e-02,1.554621905088424683e-01,4.638282358646392822e-01
3.333333432674407959e-01,1.030303016304969788e-01,5.797942727804183960e-02,4.510678350925445557e-01,3.917967677116394043e-01,6.180365569889545441e-03,2.573529481887817383e-01,2.002684324979782104e-01
1.666666716337203979e-01,1.393939405679702759e-01,7.877499610185623169e-02,4.722799360752105713e-01,4.082934558391571045e-01,7.048732601106166840e-03,2.595238089561462402e-01,2.380949556827545166e-01
3.333333432674407959e-01,2.060606032609939575e-01,1.114008277654647827e-01,4.952092468738555908e-01,4.061557948589324951e-01,1.108839642256498337e-03,3.709677457809448242e-01,3.309316039085388184e-01
1.818181872367858887e-01,2.848484814167022705e-01,1.313876807689666748e-01,5.404617786407470703e-01,4.510218501091003418e-01,3.385508805513381958e-02,1.852226704359054565e-01,2.920419573783874512e-01
