degree_ratio,degree_centrality,eigenvector_centrality,harmonic_centrality,closeness_centrality,betweenness_centrality,clustering_coefficients,PrestigeRank
2.947368323802947998e-01,4.619883000850677490e-01,1.354364305734634399e-01,5.120857954025268555e-01,4.277360141277313232e-01,3.117176517844200134e-02,1.569468230009078979e-01,5.662208795547485352e-01
2.187500000000000000e-01,2.514619827270507812e-01,7.643380016088485718e-02,4.526315927505493164e-01,3.770972490310668945e-01,1.269464753568172455e-02,2.891198098659515381e-01,5.702438950538635254e-01
2.539682686328887939e-01,3.567251563072204590e-01,1.062390282750129700e-01,4.716374278068542480e-01,3.960518538951873779e-01,1.285620313137769699e-02,1.984732896089553833e-01,6.017776131629943848e-01
1.758241802453994751e-01,5.438596606254577637e-01,3.123702853918075562e-02,3.835839629173278809e-01,3.247453272342681885e-01,5.668770521879196167e-03,2.339045256376266479e-01,9.428741931915283203e-01
1.463414579629898071e-01,3.976608216762542725e-01,5.463179200887680054e-02,4.263157844543457031e-01,3.660332560539245605e-01,7.973057217895984650e-03,1.972455680370330811e-01,7.314473390579223633e-01
2.111801207065582275e-01,5.029239654541015625e-01,4.607192799448966980e-02,4.122389256954193115e-01,3.539186716079711914e-01,1.304603368043899536e-02,1.799770146608352661e-01,8.199591040611267090e-01
2.592592537403106689e-01,3.040935695171356201e-01,7.944709807634353638e-02,4.567251503467559814e-01,3.819071352481842041e-01,7.983708754181861877e-03,2.387387454509735107e-01,5.770300030708312988e-01
2.379421293735504150e-01,6.198830604553222656e-01,3.129847720265388489e-02,3.874269127845764160e-01,3.371792733669281006e-01,8.730303496122360229e-03,1.906676590442657471e-01,1.000000000000000000e+00
1.958762854337692261e-01,3.450292348861694336e-01,3.563163429498672485e-02,3.930799365043640137e-01,3.417981863021850586e-01,3.872659057378768921e-03,2.181018292903900146e-01,8.156474232673645020e-01
2.134831398725509644e-01,4.035087823867797852e-01,8.017181605100631714e-02,4.562378227710723877e-01,3.898635506629943848e-01,1.788944378495216370e-02,1.978694498538970947e-01,6.668949127197265625e-01
2.278480976819992065e-01,4.269005954265594482e-01,8.275831490755081177e-02,4.611110985279083252e-01,3.888509273529052734e-01,2.262214571237564087e-02,2.155833691358566284e-01,6.784114241600036621e-01
2.857142984867095947e-01,1.345029175281524658e-01,6.108123436570167542e-02,4.229044914245605469e-01,3.669303953647613525e-01,7.235789205878973007e-03,2.764423191547393799e-01,4.529886841773986816e-01
2.424242496490478516e-01,3.333333432674407959e-01,8.742605149745941162e-02,4.699805080890655518e-01,4.002877175807952881e-01,2.382949739694595337e-02,2.074576318264007568e-01,6.186884045600891113e-01
1.621621549129486084e-01,2.280701696872711182e-01,6.260143220424652100e-02,4.458089768886566162e-01,3.919047117233276367e-01,2.446866035461425781e-02,2.277526408433914185e-01,6.390812993049621582e-01
2.500000000000000000e-01,1.169590651988983154e-01,6.765075773000717163e-02,4.416179358959197998e-01,3.838656544685363770e-01,6.114154122769832611e-03,2.657894790172576904e-01,3.614315986633300781e-01
1.774193495512008667e-01,4.795321524143218994e-01,8.904619514942169189e-02,4.581871330738067627e-01,3.799685239791870117e-01,1.576263457536697388e-02,1.980952322483062744e-01,7.106513977050781250e-01
2.272727340459823608e-01,5.321637392044067383e-01,6.965834647417068481e-02,4.494152069091796875e-01,3.780494928359985352e-01,3.285720944404602051e-02,1.846685409545898438e-01,7.284005880355834961e-01
2.500000000000000000e-01,1.578947305679321289e-01,5.963944271206855774e-02,4.402534067630767822e-01,3.799685239791870117e-01,1.087568793445825577e-02,2.408026754856109619e-01,4.282391071319580078e-01
1.923076957464218140e-01,3.508771955966949463e-01,1.074940338730812073e-01,4.857699871063232422e-01,4.124176502227783203e-01,1.792677119374275208e-02,2.060072869062423706e-01,5.802636146545410156e-01
2.500000000000000000e-01,2.339181303977966309e-01,1.489506661891937256e-01,5.276803374290466309e-01,4.495723843574523926e-01,3.887521335855126381e-03,2.849002778530120850e-01,2.630032300949096680e-01
2.264150977134704590e-01,2.865497171878814697e-01,1.427132338285446167e-01,5.260233879089355469e-01,4.578214287757873535e-01,2.350401505827903748e-02,2.346938848495483398e-01,3.946037888526916504e-01
5.000000074505805969e-02,1.812865436077117920e-01,5.331240966916084290e-02,4.304093420505523682e-01,3.678319454193115234e-01,3.988319542258977890e-03,2.516198754310607910e-01,5.981531739234924316e-01
9.090909361839294434e-02,1.403508782386779785e-01,3.731230273842811584e-02,3.914786875247955322e-01,3.312115073204040527e-01,7.534651667810976505e-04,3.034934401512145996e-01,5.389125943183898926e-01
2.650602459907531738e-01,4.152046740055084229e-01,1.001916602253913879e-01,4.847953319549560547e-01,4.147025048732757568e-01,2.927795052528381348e-02,1.949551105499267578e-01,6.240306496620178223e-01
2.405063360929489136e-01,5.614035129547119141e-01,1.229970082640647888e-01,5.047758221626281738e-01,4.265173971652984619e-01,3.617225214838981628e-02,1.788906753063201904e-01,6.742478013038635254e-01
2.916666567325592041e-01,2.105263173580169678e-01,1.001305505633354187e-01,4.779727160930633545e-01,4.147025048732757568e-01,1.378236245363950729e-02,2.005347609519958496e-01,4.033051133155822754e-01
1.800000071525573730e-01,4.327485263347625732e-01,1.027427092194557190e-01,4.808966815471649170e-01,4.112846255302429199e-01,2.806851454079151154e-02,1.941499859094619751e-01,6.223509907722473145e-01
2.307692319154739380e-01,2.163742631673812866e-01,8.901855349540710449e-02,4.594541788101196289e-01,3.908814787864685059e-01,5.841372534632682800e-03,2.323232293128967285e-01,4.869300127029418945e-01
2.162162214517593384e-01,3.625730872154235840e-01,9.012172371149063110e-02,4.650097489356994629e-01,3.888509273529052734e-01,1.553425937891006470e-02,1.981292515993118286e-01,6.181272268295288086e-01
3.333333432674407959e-01,1.988304108381271362e-01,8.661187440156936646e-02,4.599415063858032227e-01,3.919047117233276367e-01,3.714277874678373337e-03,2.520242929458618164e-01,4.160962104797363281e-01
1.458333283662796021e-01,3.391812741756439209e-01,9.042971581220626831e-02,4.698830544948577881e-01,3.950068652629852295e-01,1.195232663303613663e-02,2.124756276607513428e-01,6.430411338806152344e-01
2.000000029802322388e-01,2.163742631673812866e-01,9.503794461488723755e-02,4.743664860725402832e-01,4.079226255416870117e-01,1.984259299933910370e-02,2.559121549129486084e-01,4.732331037521362305e-01
3.666666746139526367e-01,1.345029175281524658e-01,2.267586626112461090e-02,3.635059893131256104e-01,3.151738941669464111e-01,6.439675344154238701e-04,2.490118592977523804e-01,7.007666826248168945e-01
1.428571492433547974e-01,3.684210479259490967e-01,1.012123674154281616e-01,4.886939525604248047e-01,4.229028224945068359e-01,4.267884418368339539e-02,1.834611147642135620e-01,6.025883555412292480e-01
2.446808516979217529e-01,4.093567132949829102e-01,8.358095586299896240e-02,4.667641222476959229e-01,3.950068652629852295e-01,2.370616421103477478e-02,1.526616811752319336e-01,6.603780984878540039e-01
2.418300658464431763e-01,5.087719559669494629e-01,4.405948892235755920e-02,4.120857715606689453e-01,3.547573387622833252e-01,1.665166206657886505e-02,1.842179149389266968e-01,8.545536398887634277e-01
1.000000014901161194e-01,2.280701696872711182e-01,5.438071861863136292e-02,4.218323528766632080e-01,3.590110242366790771e-01,3.706943709403276443e-03,2.650602459907531738e-01,5.978050231933593750e-01
2.105263173580169678e-01,2.514619827270507812e-01,8.901271224021911621e-02,4.701754450798034668e-01,4.057116508483886719e-01,1.213319320231676102e-02,2.219132333993911743e-01,5.516109466552734375e-01
2.129629701375961304e-01,4.561403393745422363e-01,7.260733842849731445e-02,4.396686255931854248e-01,3.752070367336273193e-01,1.470327563583850861e-02,1.786844879388809204e-01,7.075596451759338379e-01
2.368421107530593872e-01,2.105263173580169678e-01,5.123167484998703003e-02,4.120857715606689453e-01,3.522531688213348389e-01,2.912950236350297928e-03,1.693548411130905151e-01,6.063535213470458984e-01
2.173912972211837769e-01,2.163742631673812866e-01,1.078830212354660034e-01,4.967836141586303711e-01,4.326809346675872803e-01,1.603373326361179352e-02,2.403361350297927856e-01,3.677087426185607910e-01
3.750000000000000000e-01,1.111111119389533997e-01,6.495971977710723877e-02,4.462963044643402100e-01,3.908814787864685059e-01,1.739336526952683926e-03,2.456140369176864624e-01,3.476782739162445068e-01
5.000000000000000000e-01,8.771929889917373657e-02,3.947915136814117432e-02,4.072124660015106201e-01,3.522531688213348389e-01,3.807685861829668283e-04,3.619047701358795166e-01,3.985246419906616211e-01
2.448979616165161133e-01,2.631579041481018066e-01,5.603057146072387695e-02,4.250487387180328369e-01,3.607411980628967285e-01,4.556949250400066376e-03,2.178318202495574951e-01,6.891152262687683105e-01
2.000000029802322388e-01,2.339181303977966309e-01,6.788289546966552734e-02,4.513645172119140625e-01,3.888509273529052734e-01,7.050032727420330048e-03,2.268188297748565674e-01,5.628404021263122559e-01
1.470588296651840210e-01,2.514619827270507812e-01,6.683147698640823364e-02,4.331384003162384033e-01,3.696483969688415527e-01,8.602691814303398132e-03,2.690417766571044922e-01,6.306611895561218262e-01
3.333333432674407959e-01,2.631579041481018066e-01,1.247998252511024475e-01,5.076997876167297363e-01,4.301942586898803711e-01,1.561926957219839096e-02,2.586015462875366211e-01,4.324728846549987793e-01
2.580645084381103516e-01,2.163742631673812866e-01,7.904039323329925537e-02,4.589668512344360352e-01,3.971023857593536377e-01,6.246539298444986343e-03,3.279932439327239990e-01,5.586766600608825684e-01
3.846153914928436279e-01,1.345029175281524658e-01,6.956440955400466919e-02,4.519493281841278076e-01,4.002877175807952881e-01,1.088518742471933365e-02,2.173912972211837769e-01,3.847058415412902832e-01
2.500000000000000000e-01,1.052631586790084839e-01,4.630658775568008423e-02,4.076997935771942139e-01,3.497841060161590576e-01,2.041601546807214618e-04,4.210526347160339355e-01,4.999341666698455811e-01
2.500000000000000000e-01,1.812865436077117920e-01,8.423885703086853027e-02,4.477582871913909912e-01,3.888509273529052734e-01,7.366319652646780014e-03,2.240099012851715088e-01,4.459092915058135986e-01
2.285714298486709595e-01,3.157894611358642578e-01,1.515743434429168701e-01,5.391812920570373535e-01,4.620605111122131348e-01,2.956537343561649323e-02,2.142316401004791260e-01,4.274408519268035889e-01
2.580645084381103516e-01,2.397660762071609497e-01,9.529733657836914062e-02,4.721247553825378418e-01,4.046151340007781982e-01,1.285369601100683212e-02,2.124492526054382324e-01,4.543022215366363525e-01
5.882352963089942932e-02,1.812865436077117920e-01,5.615141615271568298e-02,4.174464046955108643e-01,3.489687740802764893e-01,1.085589290596544743e-03,3.440594077110290527e-01,5.659806132316589355e-01
2.500000000000000000e-01,1.228070184588432312e-01,7.730053365230560303e-02,4.443469643592834473e-01,3.770972490310668945e-01,2.318812039447948337e-04,3.277511894702911377e-01,3.203642964363098145e-01
3.043478131294250488e-01,3.216374218463897705e-01,1.297052949666976929e-01,5.135477781295776367e-01,4.403164684772491455e-01,2.182151377201080322e-02,2.297887802124023438e-01,4.914528131484985352e-01
1.666666716337203979e-01,1.111111119389533997e-01,4.993706941604614258e-02,4.352826476097106934e-01,3.868413567543029785e-01,8.990288712084293365e-03,1.352941244840621948e-01,3.630360066890716553e-01
2.500000000000000000e-01,1.169590651988983154e-01,5.417320132255554199e-02,4.190058410167694092e-01,3.616125583648681641e-01,1.063807168975472450e-03,2.010581940412521362e-01,3.764924108982086182e-01
1.904761940240859985e-01,1.637426912784576416e-01,4.409351199865341187e-02,4.302144348621368408e-01,3.770972490310668945e-01,1.061952114105224609e-02,2.705570161342620850e-01,5.761780142784118652e-01
2.000000029802322388e-01,5.847953259944915771e-02,3.000552020967006683e-02,3.797827959060668945e-01,3.341687619686126709e-01,2.818599750753492117e-04,2.555555701255798340e-01,4.068689346313476562e-01
3.333333432674407959e-01,1.578947305679321289e-01,8.139073103666305542e-02,4.630604386329650879e-01,3.992202877998352051e-01,1.250222139060497284e-02,2.000000029802322388e-01,2.966863214969635010e-01
3.076923191547393799e-01,2.280701696872711182e-01,9.789796173572540283e-02,4.792397618293762207e-01,4.112846255302429199e-01,5.988681688904762268e-03,2.267267256975173950e-01,4.054948985576629639e-01
3.333333432674407959e-01,1.052631586790084839e-01,5.668719857931137085e-02,4.323586821556091309e-01,3.705633580684661865e-01,2.739514166023582220e-04,3.660130798816680908e-01,3.479665517807006836e-01
1.500000059604644775e-01,2.923976480960845947e-01,7.991012930870056152e-02,4.575048685073852539e-01,3.848524391651153564e-01,9.761366993188858032e-03,2.473357021808624268e-01,5.945689678192138672e-01
2.608695626258850098e-01,2.046783566474914551e-01,7.367460429668426514e-02,4.542885124683380127e-01,3.878435194492340088e-01,3.038791939616203308e-03,2.623105943202972412e-01,5.117654800415039062e-01
2.272727340459823608e-01,1.812865436077117920e-01,8.520854264497756958e-02,4.579921960830688477e-01,3.971023857593536377e-01,7.200949359685182571e-03,2.896039485931396484e-01,4.127786755561828613e-01
2.500000000000000000e-01,1.578947305679321289e-01,9.994669258594512939e-02,4.789473712444305420e-01,4.090371727943420410e-01,5.789120332337915897e-04,2.575250864028930664e-01,2.256413102149963379e-01
4.000000059604644775e-01,1.286549717187881470e-01,8.222012221813201904e-02,4.485380053520202637e-01,3.908814787864685059e-01,5.181701388210058212e-03,3.280423283576965332e-01,2.620669603347778320e-01
2.500000000000000000e-01,8.771929889917373657e-02,5.722389742732048035e-02,4.302144348621368408e-01,3.819071352481842041e-01,1.526376581750810146e-03,3.028846085071563721e-01,2.900792360305786133e-01
3.333333432674407959e-01,9.356725215911865234e-02,6.475858390331268311e-02,4.417153894901275635e-01,3.908814787864685059e-01,2.842936664819717407e-04,3.000000119209289551e-01,2.267776876688003540e-01
2.000000029802322388e-01,8.187134563922882080e-02,2.938454411923885345e-02,3.919103443622589111e-01,3.465453684329986572e-01,4.609776660799980164e-03,2.196969687938690186e-01,3.795841336250305176e-01
2.647058963775634766e-01,2.807017564773559570e-01,1.230069100856781006e-01,4.997076094150543213e-01,4.301942586898803711e-01,2.081138640642166138e-02,1.991279125213623047e-01,4.384141564369201660e-01
3.214285671710968018e-01,2.280701696872711182e-01,1.270529776811599731e-01,5.089668631553649902e-01,4.351965188980102539e-01,9.534080512821674347e-03,2.642642557621002197e-01,3.636378347873687744e-01
1.794871836900711060e-01,2.807017564773559570e-01,8.380572497844696045e-02,4.533138275146484375e-01,3.780494928359985352e-01,7.678634487092494965e-03,2.032913863658905029e-01,5.245205163955688477e-01
3.333333432674407959e-01,7.602339237928390503e-02,2.649907954037189484e-02,3.818713426589965820e-01,3.379404246807098389e-01,5.893752677366137505e-04,1.363636404275894165e-01,3.999378383159637451e-01
2.142857164144515991e-01,1.871345043182373047e-01,9.821969270706176758e-02,4.729044735431671143e-01,4.079226255416870117e-01,1.248176675289869308e-02,2.407834082841873169e-01,3.648726344108581543e-01
3.333333432674407959e-01,1.228070184588432312e-01,6.784222275018692017e-02,4.277777671813964844e-01,3.742690086364746094e-01,3.652470652014017105e-03,2.603550255298614502e-01,3.835342228412628174e-01
2.500000000000000000e-01,2.280701696872711182e-01,6.875188648700714111e-02,4.453216493129730225e-01,3.848524391651153564e-01,1.184292137622833252e-02,2.206477671861648560e-01,5.769172906875610352e-01
1.428571492433547974e-01,1.695906370878219604e-01,9.507088363170623779e-02,4.750487208366394043e-01,4.135569036006927490e-01,5.952970124781131744e-03,1.557142883539199829e-01,2.652176022529602051e-01
2.608695626258850098e-01,2.046783566474914551e-01,1.028999164700508118e-01,4.792397618293762207e-01,4.112846255302429199e-01,1.073077321052551270e-02,2.196969687938690186e-01,3.877466022968292236e-01
3.333333432674407959e-01,1.052631586790084839e-01,5.792313441634178162e-02,4.423976540565490723e-01,3.858443498611450195e-01,3.530922404024749994e-04,2.287581712007522583e-01,2.447256892919540405e-01
2.500000000000000000e-01,2.456140369176864624e-01,9.307297319173812866e-02,4.674463868141174316e-01,3.960518538951873779e-01,8.953010663390159607e-03,1.849474906921386719e-01,5.159108042716979980e-01
1.428571492433547974e-01,1.228070184588432312e-01,6.898126006126403809e-02,4.540935754776000977e-01,3.971023857593536377e-01,3.391598816961050034e-03,1.461988240480422974e-01,1.909416615962982178e-01
1.666666716337203979e-01,1.286549717187881470e-01,4.547646269202232361e-02,4.040935635566711426e-01,3.514263033866882324e-01,7.579026860184967518e-04,2.380952388048171997e-01,4.912434518337249756e-01
2.727272808551788330e-01,1.111111119389533997e-01,4.428733512759208679e-02,4.020467698574066162e-01,3.489687740802764893e-01,7.517219637520611286e-04,2.610294222831726074e-01,4.343890845775604248e-01
6.666667014360427856e-02,1.988304108381271362e-01,8.962027728557586670e-02,4.708577096462249756e-01,4.013608694076538086e-01,4.630137234926223755e-03,2.633928656578063965e-01,4.571401178836822510e-01
5.000000000000000000e-01,1.403508782386779785e-01,9.386753290891647339e-02,4.708577096462249756e-01,4.046151340007781982e-01,1.305232406593859196e-03,2.090909034013748169e-01,2.236236631870269775e-01
5.000000000000000000e-01,1.461988240480422974e-01,1.086155399680137634e-01,4.909356832504272461e-01,4.280282855033874512e-01,0.000000000000000000e+00,2.154150158166885376e-01,1.114829480648040771e-01
3.888888955116271973e-01,1.286549717187881470e-01,5.381447076797485352e-02,4.292397797107696533e-01,3.752070367336273193e-01,2.409392036497592926e-03,2.467532455921173096e-01,4.501138627529144287e-01
1.666666716337203979e-01,1.461988240480422974e-01,7.931365072727203369e-02,4.419103264808654785e-01,3.809353709220886230e-01,2.579941647127270699e-03,1.916996091604232788e-01,2.797782123088836670e-01
2.500000000000000000e-01,1.111111119389533997e-01,6.094966456294059753e-02,4.407407343387603760e-01,3.836842179298400879e-01,2.134984679287299514e-04,2.941176593303680420e-01,2.553788721561431885e-01
1.538461595773696899e-01,2.163742631673812866e-01,1.230930909514427185e-01,5.021442770957946777e-01,4.326809346675872803e-01,9.873346425592899323e-03,1.304713785648345947e-01,2.101679891347885132e-01
1.904761940240859985e-01,1.929824501276016235e-01,8.797954767942428589e-02,4.635477662086486816e-01,3.971023857593536377e-01,4.300385713577270508e-03,2.007575780153274536e-01,4.372214674949645996e-01
2.307692319154739380e-01,1.461988240480422974e-01,6.447122246026992798e-02,4.299220144748687744e-01,3.669303953647613525e-01,7.026095408946275711e-04,3.280632495880126953e-01,4.420281350612640381e-01
2.380952388048171997e-01,1.695906370878219604e-01,9.501957893371582031e-02,4.646198749542236328e-01,4.024398028850555420e-01,8.650327101349830627e-03,2.099999934434890747e-01,3.190716803073883057e-01
9.090909361839294434e-02,1.169590651988983154e-01,3.162861242890357971e-02,3.850877285003662109e-01,3.379404246807098389e-01,1.402761437930166721e-03,2.236842066049575806e-01,5.700222253799438477e-01
2.000000029802322388e-01,4.678362607955932617e-02,1.085682585835456848e-02,3.377192914485931396e-01,3.049034774303436279e-01,1.513968018116429448e-04,5.892857313156127930e-01,7.876213788986206055e-01
3.000000119209289551e-01,1.111111119389533997e-01,5.554642900824546814e-02,4.302144348621368408e-01,3.819071352481842041e-01,2.707558451220393181e-03,2.764706015586853027e-01,4.344567060470581055e-01
3.750000000000000000e-01,1.228070184588432312e-01,7.311846315860748291e-02,4.545809030532836914e-01,3.971023857593536377e-01,1.075442135334014893e-02,1.666666716337203979e-01,2.130506485700607300e-01
2.500000000000000000e-01,8.187134563922882080e-02,5.128138884902000427e-02,4.212475717067718506e-01,3.780494928359985352e-01,1.980439294129610062e-03,1.483516544103622437e-01,2.696738839149475098e-01
2.500000000000000000e-01,9.356725215911865234e-02,4.965875297784805298e-02,4.287524223327636719e-01,3.770972490310668945e-01,3.375049447640776634e-03,1.833333373069763184e-01,2.810341715812683105e-01
2.380952388048171997e-01,1.871345043182373047e-01,9.191177785396575928e-02,4.618908464908599854e-01,3.960518538951873779e-01,3.018457209691405296e-03,2.034482806921005249e-01,3.980010747909545898e-01
1.250000000000000000e-01,1.228070184588432312e-01,5.861267447471618652e-02,4.188109040260314941e-01,3.581521511077880859e-01,1.719893189147114754e-03,3.625730872154235840e-01,4.138009846210479736e-01
2.608695626258850098e-01,2.573099434375762939e-01,1.213270872831344604e-01,4.997076094150543213e-01,4.289616048336029053e-01,1.624412089586257935e-02,1.816065162420272827e-01,3.780539035797119141e-01
3.000000119209289551e-01,2.222222238779067993e-01,1.258385777473449707e-01,4.921052753925323486e-01,4.124176502227783203e-01,2.542513422667980194e-03,2.912698388099670410e-01,3.765913248062133789e-01
2.857142984867095947e-01,1.403508782386779785e-01,5.171317607164382935e-02,4.346003830432891846e-01,3.858443498611450195e-01,4.994098562747240067e-03,2.454545497894287109e-01,4.728191196918487549e-01
2.500000000000000000e-01,1.345029175281524658e-01,7.416800409555435181e-02,4.621832370758056641e-01,4.024398028850555420e-01,9.827884845435619354e-03,2.213438749313354492e-01,2.768325507640838623e-01
2.500000000000000000e-01,1.111111119389533997e-01,6.302334368228912354e-02,4.365496933460235596e-01,3.828839063644409180e-01,1.956599997356534004e-03,2.573529481887817383e-01,2.386640757322311401e-01
2.857142984867095947e-01,8.187134563922882080e-02,3.046342171728610992e-02,3.823586702346801758e-01,3.387049734592437744e-01,6.282036774791777134e-04,2.196969687938690186e-01,3.661722540855407715e-01
1.666666716337203979e-01,1.228070184588432312e-01,5.616305395960807800e-02,4.324561357498168945e-01,3.838656544685363770e-01,1.338618155568838120e-02,1.666666716337203979e-01,3.724958002567291260e-01
3.333333432674407959e-01,7.602339237928390503e-02,3.648386523127555847e-02,3.940545916557312012e-01,3.497841060161590576e-01,1.094956882297992706e-03,2.363636344671249390e-01,3.515133261680603027e-01
3.333333432674407959e-01,1.169590651988983154e-01,7.406457513570785522e-02,4.519493281841278076e-01,3.937267363071441650e-01,0.000000000000000000e+00,2.908496856689453125e-01,2.227717936038970947e-01
3.333333432674407959e-01,1.111111119389533997e-01,5.999825522303581238e-02,4.387914240360260010e-01,3.858443498611450195e-01,7.970734732225537300e-04,2.867647111415863037e-01,2.718503475189208984e-01
2.500000000000000000e-01,1.286549717187881470e-01,6.322875618934631348e-02,4.355750381946563721e-01,3.761497437953948975e-01,1.612049294635653496e-03,2.683982551097869873e-01,3.803865313529968262e-01
3.333333432674407959e-01,6.432748585939407349e-02,3.185953944921493530e-02,3.914230167865753174e-01,3.449483811855316162e-01,3.039095317944884300e-04,3.818181753158569336e-01,4.055912792682647705e-01
2.500000000000000000e-01,1.812865436077117920e-01,1.048084422945976257e-01,4.813840091228485107e-01,4.158544540405273438e-01,3.945106174796819687e-03,2.118226587772369385e-01,2.969735860824584961e-01
3.076923191547393799e-01,1.754385977983474731e-01,8.221567422151565552e-02,4.540935754776000977e-01,3.878435194492340088e-01,1.300317235291004181e-03,3.148148059844970703e-01,4.199578464031219482e-01
3.000000119209289551e-01,1.461988240480422974e-01,8.795246481895446777e-02,4.677387773990631104e-01,4.024398028850555420e-01,2.356999029871076345e-04,4.209486246109008789e-01,3.617870807647705078e-01
2.000000029802322388e-01,1.637426912784576416e-01,1.019136235117912292e-01,4.880116879940032959e-01,4.205269813537597656e-01,1.295657362788915634e-02,2.539682686328887939e-01,2.924407720565795898e-01
4.545454680919647217e-01,9.356725215911865234e-02,5.141124129295349121e-02,4.258284568786621094e-01,3.780494928359985352e-01,7.591741159558296204e-04,1.868131905794143677e-01,3.004349768161773682e-01
