degree_ratio,degree_centrality,eigenvector_centrality,harmonic_centrality,closeness_centrality,betweenness_centrality,clustering_coefficients,PrestigeRank
5.000000000000000000e-01,1.375000029802322388e-01,8.116031438112258911e-02,4.666666686534881592e-01,4.132272005081176758e-01,2.151418011635541916e-04,2.631579041481018066e-01,1.595883816480636597e-01
2.727272808551788330e-01,1.562500000000000000e-01,1.017147675156593323e-01,4.778124988079071045e-01,4.194174706935882568e-01,4.851629491895437241e-04,2.549407184123992920e-01,1.967009603977203369e-01
4.166666567325592041e-01,1.562500000000000000e-01,7.936193794012069702e-02,4.552083313465118408e-01,3.993945419788360596e-01,9.234593249857425690e-03,1.646825373172760010e-01,2.064012438058853149e-01
2.000000029802322388e-01,1.437499970197677612e-01,8.604189753532409668e-02,4.668749868869781494e-01,4.062695801258087158e-01,0.000000000000000000e+00,2.928571403026580811e-01,2.197671532630920410e-01
2.000000029802322388e-01,1.187499985098838806e-01,5.345872417092323303e-02,4.348958432674407959e-01,3.803757429122924805e-01,2.212167892139405012e-04,2.485380172729492188e-01,3.197712004184722900e-01
2.941176593303680420e-01,1.875000000000000000e-01,9.814985096454620361e-02,4.895833432674407959e-01,4.303240776062011719e-01,8.268715813755989075e-03,2.089947164058685303e-01,2.861807346343994141e-01
3.636363744735717773e-01,1.687500029802322388e-01,6.812562048435211182e-02,4.467708468437194824e-01,3.770096004009246826e-01,1.103791990317404270e-03,3.148148059844970703e-01,3.912711739540100098e-01
2.857142984867095947e-01,1.250000000000000000e-01,5.983929336071014404e-02,4.484375119209289551e-01,4.006465375423431396e-01,8.336484897881746292e-04,2.222222238779067993e-01,2.730253934860229492e-01
1.000000014901161194e-01,2.562499940395355225e-01,1.148374304175376892e-01,5.057291388511657715e-01,4.391967356204986572e-01,7.546892389655113220e-03,2.820512950420379639e-01,3.754491806030273438e-01
4.285714328289031982e-01,1.812500059604644775e-01,1.086593940854072571e-01,4.864583313465118408e-01,4.303240776062011719e-01,2.389986813068389893e-02,2.607449889183044434e-01,1.822558790445327759e-01
1.666666716337203979e-01,1.375000029802322388e-01,6.882088631391525269e-02,4.546875059604644775e-01,4.019064605236053467e-01,1.116872485727071762e-02,1.605263203382492065e-01,2.069689035415649414e-01
1.250000000000000000e-01,2.562499940395355225e-01,1.487445831298828125e-01,5.239583253860473633e-01,4.532136619091033936e-01,4.679482895880937576e-03,2.395411580801010132e-01,2.210873365402221680e-01
5.000000000000000000e-01,1.937499940395355225e-01,1.205499023199081421e-01,5.098958611488342285e-01,4.439400434494018555e-01,0.000000000000000000e+00,2.229064106941223145e-01,1.194006130099296570e-01
1.666666716337203979e-01,2.249999940395355225e-01,1.215604692697525024e-01,5.083333253860473633e-01,4.437716901302337646e-01,4.011960234493017197e-03,2.807486653327941895e-01,2.411300390958786011e-01
3.333333432674407959e-01,1.375000029802322388e-01,9.844882786273956299e-02,4.864583313465118408e-01,4.382401406764984131e-01,0.000000000000000000e+00,2.657894790172576904e-01,9.146188944578170776e-02
2.941176593303680420e-01,1.624999940395355225e-01,6.740982830524444580e-02,4.515624940395355225e-01,3.956849873065948486e-01,3.854347625747323036e-03,2.644927501678466797e-01,3.505918681621551514e-01
5.000000000000000000e-01,7.500000298023223877e-02,4.804288223385810852e-02,4.121874868869781494e-01,3.662070333957672119e-01,3.094739076914265752e-05,3.030303120613098145e-01,1.981413364410400391e-01
3.125000000000000000e-01,1.875000000000000000e-01,1.015745624899864197e-01,4.817708432674407959e-01,4.190368950366973877e-01,9.640269912779331207e-03,2.254641950130462646e-01,2.402047961950302124e-01
5.000000000000000000e-01,1.749999970197677612e-01,8.843882381916046143e-02,4.918749928474426270e-01,4.260208308696746826e-01,2.556686988100409508e-03,2.989417910575866699e-01,2.593002915382385254e-01
